Text	Generated Summary (USE)	Generated Summary (ST)	Original Summary
Noile politici fiscale nu doar că lovesc din plin sectorul cultural și așa ignorat. Ci afectează ONG-uri, organizații culturale și mii de artiști independenți: coregrafi, dansatori, regizori, actori, manageri de proiecte culturale și scriitori. Dar, în fond, pentru politicienii români, nici măcar sănătatea și educația nu sunt o prioritate. Cu atât mai puțin cultura. Până la urmă, "un popor fără cultură este ușor de manipulat". "Ceea ce în 2016 era criticat de actuala coaliție, era criticat vehement, spuneau că domnule, sunt niște măsuri care or să lovească în pătura de mijloc care și așa e atât de vulnerabilă și de abia se instituie, e aberant, ei acum le promovează. Rămâi KO. Realmente”, afirmă Radu Apostol, regizor, co-fondator al Centrului Replika. În lipsa unei politici fiscale care să prevadă impozitarea progresivă, trecerea contribuțiilor de la angajator la angajat, schimbarea modalității de redirecționare a 2% din venit și, mai nou, absurdul Formular 600 au paralizat, la propriu, sectorul cultural independent. " A fost așa o lovitură pentru noi, pentru artiști și pentru artiști în general, faptul că oricum eram într-o situație destul de precară, adică nu aveam niciodată mecanisme de ajutor sau nu ne-am simțit niciodată încurajați să creăm și să producem cultură în România”, spune Adina Rosetti, scriitoare. "Suntem o nișă, nu suntem sute de mii, nu vorbim de sindicalizare, suntem o mână de oameni dacă stai să te gândești. Dar totuși pentru mâna asta de oameni, ar fi trebuit să existe o concentrare foarte atentă pe detalii. Ies pe piață coduri și reforme și restructurări care nu iau de fapt în considerare toate problemele tuturor sectoarelor. Ca dovadă, cei care au făcut nu s-au gândit că există o mână de nebuni care fac activități independente care se confruntă cu alt tip de venituri”, spune Mihaela Michailov, dramaturg. "Eu cred că este un act premeditat. Adică în momentul în care tu sprijini creșterea nivelului cultural al oamenilor țării tale, înseamnă de fapt că îi luminezi. Îi faci mai deștepți, mai înțelegători, mai buni. Or, ceea ce se întâmplă la noi este invers. Sistemul politic încearcă să ne țină în întuneric, să ne facă mai răi, să ne facă..să aducă în noi partea negativă a lucrurilor, și asta se vede prin modul în care ei înțeleg să se raporteze la sectorul cultural. Adică noi suntem...oamenii nici măcar nu se gândesc la noi, noi nu existăm în conștiința omului politic din România”, mărturisește Cosmin Manolescu, coregraf. Ce înseamnă, de fapt, să fii artist independent în România? Înseamnă să depinzi de anumite linii de finanțare care nu sunt niciodată... sigure. Iar fondurile disponibile pentru proiecte culturale sunt, oricum, foarte puține. "Liniile acestea de finanțare în primul rând că nu sunt permanente, de multe ori sunt de două sau de trei ori pe an, și sunt date ori de către AFCN care ține de Ministerul Culturii sau în cazul Bucureștiului, de ARCUB, care ține de Primăria Capitalei. În cazul altor orașe, de primăriile respective”, spune Mihaela Michailov, dramaturg. Cu infimul buget destinat culturii, fiecare supraviețuiește cum poate. În alte state europene, există politici culturale avansate, operatorii culturali sunt susținuți cu ajutorul sistemelor de finanțare locale, regionale, granturi de dezvoltare sau de inovație. La noi, până la politici culturale, ne exasperează birocrația, nepăsarea și demagogia. Cosmin Manolescu este unul dintre cei mai cunoscuți coregrafi și dansatori de după 1990. De peste 20 de ani activează în sectorul independent. Are un master în management cultural și deține în portofoliu peste 200 de proiecte culturale. Spectacolele sale au fost prezentate la cele mai importante festivaluri și teatre de dans din Paris, Amsterdam, Londra, New York, Stockholm. Nu s-a rezumat, însă, doar la excelență în domeniul dansului. Cosmin s-a implicat activ pentru o reformă a cadrului legislativ privind sectorul cultural din România. Un demers pe cât de dificil, pe atât de dezamăgitor. Pentru că statului ...pur și simplu nu îi pasă. " Noi nu existăm practic, și de aceea noi nu suntem luați în niciun fel de ecuație a discuțiilor privind modificări legislative. De exemplu am fost obligați în 1999 să ne transforme din artiști în artiști PFA. Adică să devenim PFA-iști, adică să eliberăm chitanțe, facturi, însă nimeni nu s-a gândit că facturile, banii pe care noi îi strângem nu sunt pentru noi, sunt pentru proiectele noastre. Adică tu faci un proiect și pentru că faci un proiect, plătești impozit la stat. Și acum plătești și taxe de CAS, adică eu de fapt fac un proiect artistic pentru care plătesc sănătate, pentru proiectul artistic, nu pentru mine. Deci sunt niște lucruri care sunt aberante. După 20 de ani de luptă continuă pe care eu am făcut-o, am adresat o grămadă de întrebări despre problemele pe care le-am întâlnit, legate de sistemul de finanțare, de legislație, de modul în care unele instituții ar trebui să-și deruleze programele, am realizat foarte puțin în acești 20 de ani și e un ultim semnal de alarmă pe care noi îl tragem prin luările de poziție, prin ceea ce scriem în social media, prin pozițiile pe care le facem publice”, spune Cosmin Manolescu, coregraf. În Franța, preşedintele Emmanuel Macron şi ministrul culturii Françoise Nyssen au lansat un plan în vederea "reducerii fracturilor culturale şi sociale". Printre noile măsuri propuse se numără şi prelungirea orarelor de funcţionare a bibliotecilor. Între timp, în România, singurul lucru care se prelungește este agonia de orice fel. "Artiștii sunt cei care scriu proiectele, artiștii sunt cei care concep bugetele, artiștii sunt cei care fac ulterior rapoartele narative, rapoartele financiare, deci în momentul ăsta artistul independent e multicefal, multidirecționat, ceea ce e interesant, e important dar cred că tocmai de asta ar trebui să primească mai mult credit și mai multă stabilitate. Nu poți să plătești o sumă, aceeași sumă indiferent de câștigul ..și aici e o discriminare. Sunt probabil artiști independenți care câștigă foarte mult. Ei nu pot să plătească aceeași sumă ca un artist independent care câștigă mult mai puțin. Marea masă a artiștilor independenți până la urmă câștigă o sumă de bani care le permite așa ca să fiu un om decent să spun, să supraviețuiască minimal”, afirmă Mihaela Michailov, dramaturg. "Strict pentru mine ca scriitor care trăiesc doar din venituri independente, deci din drepturi de autor, mă încadrez perfect în categoria cea mai defavorizată, am făcut așa un calcul ce ar însemna pentru anul ăsta să pot să-mi plătesc noile taxe către stat, ar trebui să scriu, să public, să vând într-un tiraj mediu două cărți. Și asta mi-ar acoperi cam cât ar trebui să dau eu anul acesta pentru asigurarea medicală și pentru pensie în 2018. Asta neștiind dacă eu chiar pot face lucrurile astea, dacă aș putea să scriu două cărți, dacă chiar s-ar vinde într-un tiraj mediu pentru România, asta înseamnă cam 2.000 de exemplare, în cazul cel mai fericit”, mărturisește Aina Rosetti, scriitoare. În România ultimilor ani, zona culturală independentă este cea care a generat cele mai interesante proiecte educaționale sau participative. Prin prisma numeroaselor platforme de implicare socială, artistul independent a devenit un formator, un educator, un pedagog. Astfel încât miza sectorului independent este foarte mare. "Problema este la nivelul clasei politice, acolo de fapt ar trebui ca oamenii să înțeleagă că artistul este unul dintre cei mai importanți responsabili să zic ai acestei societăți, pentru că prin munca lui el nu face decât să ducă mai departe, să crească nivelul conștiințelor, și indirect să contribuie la o dezvoltare personală mult mai puternică a oamenilor, a votanților, că până la urmă suntem într-un ciclu la care cu toții contribuim”, spune Cosmin Manolescu, coregraf. București, Centrul de Teatru Educațional Replika. Aici, acum 3 ani, 7 artiști au transformat o fostă fabrică de conserve în scenă deschisă pentru proiecte culturale. Spațiul este cu atât mai important cu cât le oferă absolvenților de teatru șansa să debuteze. "Noi suntem cum spunem noi uneori ca într-un soi de chibuț. Suntem 7 artiști care avem marele avantaj, marele atu de a ne plăti facturile, întreținerea și toate costurile vieții de zi cu zi din joburile pe care le avem, din slujbele unde suntem angajați și reușim să menținem acest spațiu, contribuind noi 7 cu jumătate din onorariile care ni s-ar cuveni din proiecte. Suntem un chibuț în sensul în care toți facem de toate de la spălat toalete până la scris proiecte, și jucat în fiecare seară și întâmpinat spectatorii și menținând o relație foarte vie și umană cu spectatorul. Ala reușim să rezistăm, deci cu un efort foarte mare pe care îl întreprind toți artiștii care vin să performeze aici. Avem și această politică a accesului gratuit la orice manifestare culturală a noastră, dar asta pentru că ne ambiționăm noi să credem că noi toți ne dorim să avem semeni mai educați și mai sensibili la ceea ce se întâmplă în jur, mai toleranți. Or prin asta noi credem că accesul la cultură trebuie să fie gratuit tocmai pentru a atinge pături sociale cât mai extinse și comunități cât mai diverse care altfel nu ar ajunge la spectacole”, spune Radu Apostol, regizor, co-fondator al Centrului Replika. În condițiile în care România a avut 24 de miniștri ai Culturii în 28 de ani, iar interesul politicienilor pentru acest domeniu a fost mai degrabă ...inexistent, bilanțul nu poate fi decât ...dramatic. Nu era suficient că nu avem spitale, școli sau drumuri. Nu încurajăm nici politicile culturale pentru că ...vorba cântecului, "țara te vrea prost”." Dacă vă uitați, sezonul cultural în România la început de an este mort. Adică noi până în martie, ne-am închis activitatea și așteptăm ce? Un ministru să semneze o hârtie? O filă de buget ca la rândul lor alte instituții să poată să înceapă să semneze contractele, să deruleze partea financiară, artiștii să poată să aprindă lumina în sala de spectacol, să dea drumul la căldură. Este inimaginabil. Adică domnul ministru de la finanțe ar trebui să se gândească că noi trebuie să existăm, noi trebuie să ne îndeplinim funcția pentru care ne-am pregătit toată viața. De ce am făcut un liceu de coregrafie? Facultăți, universități, am studiat ca autodidacți făcând tot felul de ateliere în străinătate, ca să ce? Să stăm în întuneric și în frig? Și să așteptăm...o semnătură?”, precizează Cosmin Manolescu, coregraf. O așteptare cât o piesă de teatru de Samuel Beckett. Vladimir și Estragon, așteptându-l pe Godot care nu mai vine. Așa arată dorința a mii de artiști independenți de a primi măcar un minimum de respect față de munca lor. Dar, firește, pentru politicienii zilelor noastre, cultura nu este o preocupare serioasă.	Rămâi KO. O așteptare cât o piesă de teatru de Samuel Beckett. Prin prisma numeroaselor platforme de implicare socială, artistul independent a devenit un formator, un educator, un pedagog.	Iar fondurile disponibile pentru proiecte culturale sunt, oricum, foarte puține. A fost așa o lovitură pentru noi, pentru artiști și pentru artiști în general, faptul că oricum eram într-o situație destul de precară, adică nu aveam niciodată mecanisme de ajutor sau nu ne-am simțit niciodată încurajați să creăm și să producem cultură în România”, spune Adina Rosetti, scriitoare.	Cum poți trăi din cultură, în România, în vremurile revoluției fiscale? Nu prea poți. Pentru foarte mulți independenți din domeniul artelor, câştigul financiar a devenit... doar o figură de stil.
"Superman” împlinește azi 42 de ani de când a fost lansat. Cu Christopher Reeve în rolul principal, "Superman” este eroul care-și ascunde adevărata identitate sub numele reporterului Clark Kent. Filmul a fost produs de Studiourile Warner Bros, în regia lui Richard Donner, iar bugetul a fost de 55 de milioane de dolari. Câștigul din vânzarea de bilete, al doilea cel mai mare din acel an, a fost de aproape 300 de milioane de dolari. Pelerina super-eroului, purtată de Cristopher Reeve, a fost vândută la licitație pentru 193.000 de dolari.	Cu Christopher Reeve în rolul principal, "Superman” este eroul care-și ascunde adevărata identitate sub numele reporterului Clark Kent. Câștigul din vânzarea de bilete, al doilea cel mai mare din acel an, a fost de aproape 300 de milioane de dolari.	Pelerina super-eroului, purtată de Cristopher Reeve, a fost vândută la licitație pentru 193.000 de dolari. "Superman” împlinește azi 42 de ani de când a fost lansat. Filmul a fost produs de Studiourile Warner Bros, în regia lui Richard Donner, iar bugetul a fost de 55 de milioane de dolari.	Filmul „Superman” împlinește astăzi 42 de ani. În rolul super-eroului a fost distribuit Christopher Reeve. Bugetul filmului a fost de 55 de milioane de dolari, iar încasările de aproape 300 de milioane de dolari.
Cherles Yu, autor și scenarist a câștigat Premiul Național de Carte din Statele Unite la categoria ficțiune. Cartea sa, "Interior Chinatown” este o satiră la adresa stereotipurilor și a rasismului de la Hollywood, transmite CNN. Nuvela, publicată în ianuarie de editura Pantheon Books, urmărește viața unui actor asiatic, blocat între rolurile secundare. Acestuia i se oferă roluri de bărbat asiatic sau tipul de la livrare, însă el speră să primească un rol de maestru în artele marțiale. Ceremonia de decernare a premiului a avut loc online, iar juriul a lăudat cartea, scrisă sub forma unui scenariu de film, numind-o "o muncă deosebit de imaginativă”. "Pe alocuri amuzantă și de-a dreptul sfâșietoare, cartea lui Cherles Yu este o creație strălucitoare, curajoasă și cu siguranță i-a lăsat pe toți uimiți”, a comentat juriul. Yu a fost vizibil uimit, fiind neîncrezător în șansele sale: "Nu am pregătit nimic pentru acest moment, ceea ce ar putea să vă indice despre cât de ireal mi se pare”. Autorul "Interior Chinatown” a mai scris o nuvelă SF, "Cum să trăiești în siguranță în universul SF” și alte două colecții de povestiri scurte. Și pe serialul HBO "Westworld” și-a pus amprenta, scriind mai multe scenarii.	Și pe serialul HBO "Westworld” și-a pus amprenta, scriind mai multe scenarii. Ceremonia de decernare a premiului a avut loc online, iar juriul a lăudat cartea, scrisă sub forma unui scenariu de film, numind-o "o muncă deosebit de imaginativă”.	"Pe alocuri amuzantă și de-a dreptul sfâșietoare, cartea lui Cherles Yu este o creație strălucitoare, curajoasă și cu siguranță i-a lăsat pe toți uimiți”, a comentat juriul. Cartea sa, "Interior Chinatown” este o satiră la adresa stereotipurilor și a rasismului de la Hollywood, transmite CNN.	Premiul Național de Carte din Statele Unite i-a fost atribuit lui Charles Yu. Cartea sa descrie viața unui actor asitic căruia îi sunt atribuite roluri secundare. Yu este scenarist și a contribuit la serialul HBO „Westworld”.
În fiecare noiembrie, pe tricourile fotbaliștilor apare o floare de mac. Istoria din spatele simbolului e veche de mai bine de 100 de ani. Macul roșu a devenit simbolul eroilor căzuți în Primul Război Mondial. Sursa de inspirație a fost poemul "Pe câmpiile Flandrei” scris de un medic canadian. Portsmouth, în 1947, a fost prima echipă engleză care a ales să omagieze astfel eroii din prima conflagrație mondială. Din 2010, purtarea florii de mac a devenit o regulă nescrisă în Premier League. Nu toată lumea a fost de acord cu acest simbol. Scoțienii au fost primii care au reacționat: fanii "protestanților” de la Celtic au protestat vehement pentru că jucătorii lor și-au pus macul pe tricouri. În 2018, Nemanja Matic a fost singurul jucător care a intrat pe teren fără a avea imprimată floarea de mac pe tricou. Sârbul a spus că protestează astfel față de bombardamentele NATO asupra Fostei Iugoslavii din 1999. Tot din motive politice au fost amendate și naționalele Angliei, Scoției, Țării Galilor și Irlandei de Nord. FIFA le-a pedepsit pentru că prin purtarea florii de mac au afișat "mesaje și simboluri cu caracter politic și religios”.	Din 2010, purtarea florii de mac a devenit o regulă nescrisă în Premier League. În fiecare noiembrie, pe tricourile fotbaliștilor apare o floare de mac. Sursa de inspirație a fost poemul "Pe câmpiile Flandrei” scris de un medic canadian.	FIFA le-a pedepsit pentru că prin purtarea florii de mac au afișat "mesaje și simboluri cu caracter politic și religios”. Scoțienii au fost primii care au reacționat: fanii "protestanților” de la Celtic au protestat vehement pentru că jucătorii lor și-au pus macul pe tricouri.	Macul roșu a devenit simbolul eroilor căzuți în Primul Război Mondial. Simbolul a fost preluat în zilele noastre de echipele de fotbal engleze. Jucătorii au renunțat să-l mai poarte după implicarea FIFA.
Festivalul de Film de la Berlin va avea loc anul viitor, dar tot online. De pe 1, până pe 5 martie. Nu se știe când se vor redeschide cinematografele din Germania, dar cert este că nemții nu vor putea merge la film înainte de 10 ianuarie. Organizatorii au sperat până în ultimul moment să poată ține totuși Festivalul fizic. Cu puțin timp înainte să facă anunțul că se va desfășură online, organizatorii spuneau că studiază atent evoluția cazurilor de coronavirus și că se gândesc să stabilească festivalul în februarie. Totuși, nu au renunțat la ideea unei versiuni fizice. Au în plan să organizeze și o ediție la care pot participa iubitorii de filme în luna iunie. Pe 16 februarie 2013, filmul românesc "Poziția copilului” a câștigat premiul Ursul de Aur. Totodată, pe 14 februarie 2015, Radu Jude a câștigat Ursul de Argint pentru cea mai bună regie cu lungmetrajul "Aferim!”.	Pe 16 februarie 2013, filmul românesc "Poziția copilului” a câștigat premiul Ursul de Aur. De pe 1, până pe 5 martie. Festivalul de Film de la Berlin va avea loc anul viitor, dar tot online.	Organizatorii au sperat până în ultimul moment să poată ține totuși Festivalul fizic. Festivalul de Film de la Berlin va avea loc anul viitor, dar tot online. Cu puțin timp înainte să facă anunțul că se va desfășură online, organizatorii spuneau că studiază atent evoluția cazurilor de coronavirus și că se gândesc să stabilească festivalul în februarie.	Festivalul de Film de la Berlin va avea loc anul viitor. Evenimentul va avea loc online. Festivalul se va desfășura de pe 1 până pe 5 martie.
Muzeul Național Militar din București a fost înființat sub semnătura Regelui Ferdinand I, în decembrie 1923. Poate fi încadrat și ca un muzeu de istorie al României, pentru că expune obiecte din Paleolitic, până în zilele noastre. Bineînțeles, accentul se pune pe istoria militară a țării noastre. Se pot vizita secțiuni care amintesc despre războaiele purtate de români, Marea Unire sau tehnică militară modernă. Și dacă tot am vorbit de colecții, muzeul este al doilea din Europa, după Musée de l’Armée, din Paris. "Noi ca instituție de cultură a MAPN și ca instituție de prim rang în prezentarea istoriei militare românești avem dedicat un sector întreg Primului Război Mondial, momentului 1918 și bineînțeles perioadele ulterioare, culminând cu încoronarea de la Alba Iulia din 1922”, a declarat Emil Boboescu, muzeograf la "Muzeul Național Militar”.	Bineînțeles, accentul se pune pe istoria militară a țării noastre. Și dacă tot am vorbit de colecții, muzeul este al doilea din Europa, după Musée de l’Armée, din Paris. "Noi ca instituție de cultură a MAPN și ca instituție de prim rang în prezentarea istoriei militare românești avem dedicat un sector întreg Primului Război Mondial, momentului 1918 și bineînțeles perioadele ulterioare, culminând cu încoronarea de la Alba Iulia din 1922”, a declarat Emil Boboescu, muzeograf la "Muzeul Național Militar”.	"Noi ca instituție de cultură a MAPN și ca instituție de prim rang în prezentarea istoriei militare românești avem dedicat un sector întreg Primului Război Mondial, momentului 1918 și bineînțeles perioadele ulterioare, culminând cu încoronarea de la Alba Iulia din 1922”, a declarat Emil Boboescu, muzeograf la "Muzeul Național Militar”.	Muzeul a fost înființat sub semnătura Regelui Ferdinand I, în decembrie 1923.Sunt secțiuni care amintesc despre Marea Unire și războaiele purtate de români. În ceea ce privește colecția sa, muzeul bucureștean este al doilea la nivel european, după Musée de l’Armée, din Paris.
Leave Jay Kay alone! Nu el era la Capitoliu! Mai multe postări de pe Twitter îl compară pe solistul trupei Jamiroquai cu bărbatul cu coarne de la Capitoliu. Asta pentru că toată lumea știe despre pasiunea lui pentru pălăriile mari și ieșite din comun. "Jay Kay își lansează un nou album pentru care filmează la Capitoliu”,a fost una dintre glumele care au circulat pe Twitter. Așa că Jay, amuzat de situație, a simțit nevoia să clarifice lucrurile. Jay Kay: "Unii dintre voi poate ați crezut că m-ați văzut la Washington, noaptea trecută, însă nu eu am fost printre toţi acei nebuni.”Nici Chewbacca n-a scăpat. Eroul din Războiul Stelelor a fost și el comparat cu omul costumat. Fanii lui Chewbacca au luat atitudine. "Nu să-l compari pe acest nebun cu Chewbacca, e o lipsă totală de respect față de Chew!”,a comentat cineva la o poză. Bărbatul din Capitoliu a fost identificat de presa americană drept Jake Angeli, adept al QAnon.	Leave Jay Kay alone! Fanii lui Chewbacca au luat atitudine. Nu el era la Capitoliu!	Jay Kay: "Unii dintre voi poate ați crezut că m-ați văzut la Washington, noaptea trecută, însă nu eu am fost printre toţi acei nebuni.”Nici Chewbacca n-a scăpat. "Nu să-l compari pe acest nebun cu Chewbacca, e o lipsă totală de respect față de Chew!”,a comentat cineva la o poză.	Solistul trupei Jamiroquai a fost comparat cu bărbatul cu coarne de la Capitoliu.Și Chewbacca, personajul blănos din Războiul Stelelor a fost comparat cu același protestatar. Protestatarul de la Capitoliu este Jake Angeli, adept al QAnon.
Pentru cei cărora le plac decoraţiunile de Crăciun, Statele Unite sunt destinaţia perfectă pentru cele mai spectaculoase ornamente. În statul Florida, chiar dacă nu ninge, sărbătoarea este simţită din plin. Se fac adevărate concursuri între vecini pentru cele mai spectaculoase decoraţiuni exterioare. Cu toții cunoaștem tradițiile româneşti, însă americanii marchează diferit naşterea Domnului. Cu cinci săptămâni înainte de Crăciun, în fiecare duminică, aprind câte o lumânare, fiecare lumină reprezentând câte ceva. În seara Crăciunului, toate acestea sunt reaprinse pentru a sărbători naşterea Domnului. Unii au acasă și tradiţionalul "ciorap de Crăciun”, care îşi face apariţia tot peste ocean, la sfârşitul secolului al XIX-lea, cu ajutorul inventatorului său, ilustratorul Thomas Nast.	Cu toții cunoaștem tradițiile româneşti, însă americanii marchează diferit naşterea Domnului. Unii au acasă și tradiţionalul "ciorap de Crăciun”, care îşi face apariţia tot peste ocean, la sfârşitul secolului al XIX-lea, cu ajutorul inventatorului său, ilustratorul Thomas Nast.	Pentru cei cărora le plac decoraţiunile de Crăciun, Statele Unite sunt destinaţia perfectă pentru cele mai spectaculoase ornamente. În seara Crăciunului, toate acestea sunt reaprinse pentru a sărbători naşterea Domnului.	Florida, o destinaţie de poveste în preajma sărbătorilor. Vecinii se întrec în decorațiuni spectaculoase. Thomas Nast, iniţiatorul tradiţionalului ciorap de Crăciun.
În 1961, fizicianul Eugene Wigner, laureat al Premiului Nobel, a prezentat un experiment de gândire care a demonstrat unul dintre paradoxurile mai puțin cunoscute ale mecanicii cuantice, scrie TechnologyReview. Experimentul arată cum natura universului permite ca doi observatori, să zicem, Wigner și prietenul lui Wigner, să experimenteze realități diferite. De atunci, fizicienii au folosit experimentul de gândire "Prietenul lui Wigner” pentru a dezbate posibilitatea existenței unor fapte obiective. Acest lucru este important, deoarece oamenii de știință efectuează experimente pentru a stabili date obiective. Dar, dacă observatorii experimentează realități diferite, cum pot fi ei de acord asupra acestor fapte? Toate acestea au fost până de curând doar un experiment de gândire și nimic mai mult. Anul trecut, însă, fizicienii au observat că progresele recente în domeniul tehnologiei cuantice au făcut posibilă transpunerea testului "Prietenul lui Wigner” într-un experiment real. Cu alte cuvinte, ar trebui să fie posibil să creăm realități diferite și să le comparăm în laborator pentru a afla dacă pot fi reconciliate. Astăzi, Massimiliano Proietti de la Universitatea Heriot-Watt din Edinburgh și câțiva colegi ai săi au efectuat pentru prima dată acest experiment: au creat realități diferite și le-au comparat. Concluzia lor este că Wigner a avut dreptate – aceste realități pot fi făcute ireconciliabile, astfel că este imposibil să existe un acord asupra unor fapte obiective într-un experiment. Experimentul de gândire original, al lui Wigner, este, în principiu, simplu. Începe cu un singur foton polarizat, care, atunci când este măsurat, poate avea fie o polarizare orizontală, fie o polarizare verticală. Dar înainte de măsurare, conform legilor mecanicii cuantice, fotonul există simultan în ambele stări de polarizare, așa-numitul fenomen de suprapunere. Wigner și-a imaginat că un prieten se află într-un laborator diferit și măsoară starea acestui foton și înregistrează rezultatul, în timp ce el, Wigner, observă de la distanță. Wigner nu are nicio informație legată de măsurătoarea prietenului său, fiind obligat deci să presupună că fotonul și măsurarea acestuia se află într-o suprapunere a tuturor rezultatelor posibile ale experimentului. Wigner poate efectua chiar un experiment pentru a determina dacă această suprapunere există sau nu. Acesta este un fel de experiment de interferență, care arată că fotonul și măsurarea se află într-adevăr într-o suprapunere. Din punctul de vedere al lui Wigner, acesta este un "fapt”, suprapunerea există. Și acest fapt sugerează că nu a putut avea loc o măsurare. Dar acest lucru este în contrast puternic cu punctul de vedere al prietenului, care, într-adevăr, a măsurat polarizarea fotonului și a înregistrat-o. Prietenul poate chiar să-l sune pe Wigner și să spună că măsurarea a fost făcută (cu condiția ca rezultatul să nu fie dezvăluit). Așadar, cele două realități sunt în contradicție una cu cealaltă. "Acest lucru pune în discuție statutul obiectiv al faptelor stabilite de cei doi observatori”, spun Proietti și colaboratorii săi. Aceasta reprezintă teoria, dar anul trecut, Caslav Brukner, de la Universitatea din Viena, a descoperit o modalitate de a recrea experimentul "Prietenul lui Wigner” în laborator prin tehnici care implică corelarea cuantică a mai multor particule în același timp. Proietti și colegii săi au folosit șase astfel de fotoni pentru a crea două realități alternative – una, reprezentându-l pe Wigner și alta, reprezentându-l pe prietenul lui Wigner. Prietenul lui Wigner măsoară polarizarea unui foton și înregistrează rezultatul. Wigner efectuează apoi o măsurare a interferenței pentru a determina dacă măsurarea și fotonul se suprapun. Experimentul a produs un rezultat lipsit de ambiguități. A reieșit că ambele realități pot coexista chiar dacă produc rezultate ireconciliabile, exact cum a prezis Wigner. Acest lucru ridică câteva întrebări fascinante, care îi obligă pe fizicieni să reexamineze natura realității. Ideea că observatorii pot pune în acord în cele din urmă măsurătorile unei realități fundamentale se bazează pe mai multe ipoteze. Prima dintre acestea este că faptele universale există în mod real și că observatorii pot fi de acord asupra lor. Dar există și alte ipoteze. Una este că observatorii au libertatea de a face orice observații doresc. Și alta este că alegerile pe care le face un observator nu influențează alegerile pe care le fac alți observatori, presupunere pe care fizicienii o numesc localitate. Dacă există o realitate obiectivă, asupra existenței căreia toată lumea poate fi de acord, atunci sunt valabile toate aceste ipoteze. Dar rezultatul lui Proietti și al colegilor săi sugerează că realitatea obiectivă nu există. Cu alte cuvinte, experimentul sugerează că una sau mai multe dintre ipoteze – ideea că există o realitate asupra căreia putem fi de acord, ideea că avem libertate de alegere sau ideea de localitate – trebuie să fie greșită. Desigur, pentru cei care țin la viziunea convențională asupra realității, există și o altă soluție, și anume că există o altă lacună, care s fost omisă de către experimentatorii. Într-adevăr, fizicienii au încercat ani de-a rândul să rezolve lacunele în experimente similare, deși recunosc că nu ar putea fi niciodată posibil să le rezolve pe toate. Cu toate acestea, lucrarea are implicații importante pentru munca oamenilor de știință. "Metoda științifică se bazează pe fapte, stabilite prin măsurători repetate și convenite universal, independent de cine le-a observat”, spun autorii studiului. Și totuși, în aceeași lucrare, ei subminează această idee.	Experimentul a produs un rezultat lipsit de ambiguități. "Metoda științifică se bazează pe fapte, stabilite prin măsurători repetate și convenite universal, independent de cine le-a observat”, spun autorii studiului.	Experimentul arată cum natura universului permite ca doi observatori, să zicem, Wigner și prietenul lui Wigner, să experimenteze realități diferite. Concluzia lor este că Wigner a avut dreptate – aceste realități pot fi făcute ireconciliabile, astfel că este imposibil să existe un acord asupra unor fapte obiective într-un experiment.	Fizicienii au bănuit de mult timp că mecanica cuantică permite ca doi observatori să experimenteze realități diferite, contrare. Acum au efectuat primul experiment care dovedește acest lucru. În anii `60, fizicianul Eugene Wigner, a prezentat un experiment de gândire, potrivit căruia doi observatori pot experimenta realități diferite. Recent, experimentul lui Wigner a fost transpus în laborator de cercetători de la Universitatea Heriot-Watt din Edinburgh, care au ajuns la concluzia că Wigner a avut dreptate, nu există realitate obiectivă.
Tim Marian s-a născut în Zalău, iar din anul 1992 locuieşte în America. Lucrează la o bancă de investiţii din Atlanta şi ştie că protestul este înrădăcinat în ADN-ul americanilor. Crede că numai printr-o manifestare paşnică se pot face schimbări sociale şi economice şi că, momentan, România nu are de ce să fie afectată de revoltele din State. "Dacă protestele sunt paşnice, acestea vor accelera atât schimbări civile, cât şi economice. În România impactul ar trebui să fie minim. Cea mai mare activitate financiară şi economică între România şi America se întâmplă între corporaţiile mai mari. Deseori, corporaţiile mai mari dispun de resursele necesare pentru a rezista şocurilor. Distrugerea întreprinderilor mici, care angajează aproape 50% din populaţie, va împiedica şi mai mult redresarea economiei. Pe lângă asta, va submina încrederea investitorilor din acest sector”, a declarat Tim Marian, manager de investiții la Morgan Stanley.	Pe lângă asta, va submina încrederea investitorilor din acest sector”, a declarat Tim Marian, manager de investiții la Morgan Stanley. Deseori, corporaţiile mai mari dispun de resursele necesare pentru a rezista şocurilor.	Crede că numai printr-o manifestare paşnică se pot face schimbări sociale şi economice şi că, momentan, România nu are de ce să fie afectată de revoltele din State. Cea mai mare activitate financiară şi economică între România şi America se întâmplă între corporaţiile mai mari.	România are „norocul” că se leagă economic de SUA doar prin companii mari, spune un bancher de peste Ocean. Proteste violente din State vor afecta grav doar companiile mici. Bacnherul român crede că numai prin proteste paşnice se pot genera schimbări sociale şi economice majore.
